Setting name,Investigation status,Date outbreak was considered closed:,COVID Setting Type,"If setting type is other, specify","Is this an At Risk Population? (Healthcare, Corrections, Highly Mobile, Schools, Critical Infrastructure)",Colorado county (exposure location),Date reported to public health,Total resident cases,Total staff cases,Total attendee cases,Total resident deaths,Total staff deaths ,Total attendee deaths,Total cases,Total deaths,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Explorers Preschool ,Resolved,1/5/2021,Child Care Center,,Yes,Denver,12/7/2020,,1,1,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Giants Learning Center,Resolved,11/10/2020,Child Care Center,,Yes,Adams,10/20/2020,,4,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Harvard Academy,Resolved,12/8/2020,Child Care Center,,Yes,Jefferson,11/12/2020,,7,,,,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Kickers Swim School,Resolved,5/18/2021,Youth Sports/Activities,,,Denver,4/14/2021,,9,,,,,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Lambs Learning Center,Resolved,1/13/2021,Child Care Center,,Yes,Mesa,1/4/2021,,3,6,,,,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Lights Christian Early Learning Center,Resolved,5/22/2021,Child Care Center,,Yes,Adams,4/28/2021,,3,7,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Mavs Learning Center,Resolved,3/23/2021,Child Care Center,,Yes,Mesa,1/31/2021,,3,4,,,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little People's Landing - Fort Collins,Resolved,1/8/2021,Child Care Center,,Yes,Larimer,12/28/2020,,2,1,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little People's Landing - Highlands Ranch ,Resolved,4/28/2021,Child Care Center,,Yes,Douglas,3/25/2021,,5,4,,,,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little People's Landing - Louisville,Resolved,6/4/2021,Child Care Center,,Yes,Boulder,5/12/2021,,,5,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little People's Landing - Roxborough,Resolved,1/5/2021,Child Care Center,,Yes,Douglas,12/2/2020,,2,1,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Peoples Landing - Loveland,Resolved,12/20/2020,Child Care Center,,Yes,Larimer,11/19/2020,,7,,,,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Red School House: February 2021,Resolved,4/7/2021,Child Care Center,,Yes,Summit,3/1/2021,3,6,,,,,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Red School House: October 2020,Resolved,11/18/2020,Child Care Center,,Yes,Summit,10/26/2020,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Sisters of the Poor- Mullen Home (020442): March 2021,Resolved,3/23/2021,Healthcare - Skilled Nursing,,Yes,Denver,3/8/2021,1,2,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Sisters of the Poor- Mullen Home (020442): November 2020,Resolved,2/4/2021,Healthcare - Skilled Nursing,,Yes,Denver,11/23/2020,2,8,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Sprouts Learning Center: January 2021,Resolved,2/23/2021,Child Care Center,,Yes,El Paso,2/9/2021,,1,1,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Sprouts Learning Center: November 2020,Resolved,1/1/2021,Child Care Center,,Yes,El Paso,12/14/2020,,5,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Sunshine Playhouse & Preschool,Resolved,1/5/2021,Child Care Center,,Yes,Broomfield,11/13/2020,,9,9,,,,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Thompson Water District,Resolved,10/21/2020,Municipal/Local Government,Water Utility Company,Yes,Larimer,9/29/2020,,6,,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little White Dress Bridal Shop,Resolved,10/14/2020,Retailer,,,Denver,10/14/2020,,3,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Littlest Angels Home Daycare,Resolved,5/18/2021,Child Care Center,Home daycare,Yes,Boulder,4/27/2021,,2,2,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Littleton Academy Charter School,Resolved,5/10/2021,School K-12,,Yes,Arapahoe,4/22/2021,,2,2,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Littleton Ballet Academy ,Resolved,10/16/2020,Youth Sports/Activities,,,Arapahoe,9/23/2020,,,2,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Littleton Care and Rehabilitation Center (020462): April 2020,Resolved,5/8/2020,Healthcare - Skilled Nursing,,Yes,Arapahoe,4/1/2020,8,18,,4,,,26,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Littleton Care and Rehabilitation Center (020462): December 2020,Resolved,1/14/2021,Healthcare - Skilled Nursing,,Yes,Arapahoe,1/4/2021,1,3,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Littleton High School: February 2021,Resolved,3/10/2021,School K-12,,Yes,Arapahoe,3/2/2021,,,2,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Littleton High School: November 2020,Resolved,12/11/2020,School K-12,,Yes,Arapahoe,12/11/2020,,,2,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Littleton Public Schools - Transition Services,Resolved,12/17/2020,School K-12,community-based program for individuals aged 18-21 with disabilities,Yes,Arapahoe,12/3/2020,,,2,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Littleton Public Schools Education Services Center ,Resolved,3/19/2021,School Administration,Operation Building for Littleton PS ,Yes,Arapahoe,2/5/2021,,8,,,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Living Stone Christian Church,Resolved,2/18/2021,Religious Facility,,,Mesa,1/19/2021,,2,3,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Living Way Christian Preschool,Resolved,12/27/2020,Child Care Center,,Yes,Douglas,12/2/2020,,2,1,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Living Way Fellowship,Resolved,5/15/2021,Religious Facility,,,Douglas,4/22/2021,,3,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LivWell Enlightened Health,Resolved,2/2/2021,Retailer,Marijuana Dispensary,,Montezuma,11/24/2020,,7,,,,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LivWell Enlightened Health Marijuana Dispensary - Garden City,Resolved,6/3/2021,Retailer,Marijuana Dispensary,,Weld,5/13/2021,,3,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loaf N Jug,Resolved,2/22/2021,Convenience/Corner Store,,,Jefferson,2/3/2021,,4,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan County Dept. of Human Services,Resolved,12/7/2020,Municipal/Local Government,,Yes,Logan,10/23/2020,,6,,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan Home- Bethesda Lutheran Communities,Resolved,5/5/2020,Healthcare - Group Home,,Yes,Arapahoe,4/2/2020,2,1,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logos Imaging LLC,Resolved,8/25/2020,Office/Indoor Workspace,,,Larimer,8/4/2020,,3,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lois Lenski Elementary School,Resolved,4/6/2021,School K-12,,Yes,Arapahoe,3/4/2021,,,3,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lone Tree Elementary School,Resolved,6/6/2021,School K-12,,Yes,Douglas,4/30/2021,,,6,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long Building Technologies-Construction Site,Resolved,11/22/2020,Construction Site,HVAC Installation Site,Yes,Larimer,10/30/2020,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Longmont Christian School,Resolved,1/13/2021,School K-12,,Yes,Boulder,12/3/2020,,4,8,,,,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Longmont Fire Department,Resolved,2/5/2021,Municipal/Local Government,Fire Department,Yes,Boulder,1/4/2021,,16,,,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Longmont High School: March 2021,Resolved,6/3/2021,School K-12,,Yes,Boulder,4/21/2021,,1,16,,,,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Longmont High School: November 2020,Resolved,1/10/2021,School K-12,,Yes,Boulder,11/18/2020,,7,8,,,,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Longmont Regent ,Resolved,2/22/2021,Healthcare - Independent Living Facility,,Yes,Boulder,1/14/2021,10,2,,5,,,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Dos Potrillos: July 2020,Resolved,8/4/2020,Restaurant - Sit Down,,,Arapahoe,7/10/2020,,4,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Dos Potrillos: October 2020,Resolved,11/18/2020,Restaurant - Sit Down,,,Arapahoe,10/20/2020,,4,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisville Middle School,Resolved,6/3/2021,School K-12,,Yes,Boulder,5/18/2021,,,3,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loungin' Lizard,Resolved,11/30/2020,Restaurant - Sit Down,,,Montezuma,11/5/2020,,12,,,,,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loveland Aleworks,Resolved,12/2/2020,Bar/Tavern/Brewery,,,Larimer,11/3/2020,,5,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loveland Classical School - Academy Campus,Resolved,6/27/2021,School K-12,,Yes,Larimer,5/3/2021,,,7,,,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loveland Classical School - Lyceum Campus: December 2020,Resolved,1/19/2021,School K-12,,Yes,Larimer,12/20/2020,,3,5,,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loveland Classical School - Lyceum Campus: February 2021,Resolved,3/30/2021,School K-12,,Yes,Larimer,3/4/2021,,1,2,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loveland Dance Academy,Resolved,3/5/2021,Youth Sports/Activities,Dance Studio,,Larimer,2/8/2021,,1,1,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loveland Ford,Resolved,1/7/2021,Other,Auto Dealership,,Larimer,12/7/2020,,8,,,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loveland High School: March 2021,Resolved,6/5/2021,School K-12,,Yes,Larimer,3/30/2021,,1,29,,,,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loveland High School: November 2020,Resolved,12/25/2020,School K-12,,Yes,Larimer,11/16/2020,,3,13,,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loveland Steam Laundry,Resolved,7/13/2020,Other,Laundry Services,,Larimer,6/11/2020,,8,,,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loveland Volleyball Club,Resolved,5/6/2021,Youth Sports/Activities,,,Larimer,3/1/2021,,1,7,,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loveland Youth Clinic,Resolved,1/31/2021,Healthcare - Outpatient,Pediatric Office,,Larimer,1/7/2021,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lowe's #3206: May 2020,Resolved,6/9/2020,Retailer,,,Summit,5/16/2020,,3,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lowes #0318,Resolved,2/8/2021,Retailer,,,Pueblo,12/28/2020,,21,,,,,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lowes #2568,Resolved,12/19/2020,Retailer,,,Larimer,11/19/2020,,6,,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lowes #3206: November 2020,Resolved,12/23/2020,Retailer,,,Summit,11/24/2020,,4,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lowry Early Learning Center,Resolved,3/16/2021,Child Care Center,,Yes,Denver,2/23/2021,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lowry Hills Care and Rehabilitation (020426): April 2020,Resolved,7/28/2020,Healthcare - Skilled Nursing,,Yes,Arapahoe,4/8/2020,12,15,,4,,,27,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lowry Hills Care and Rehabilitation (020426): April 2021,Resolved,5/20/2021,Healthcare - Skilled Nursing,,Yes,Arapahoe,4/28/2021,8,4,,,,,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lowry Hills Care and Rehabilitation (020426): December 2020,Resolved,2/1/2021,Healthcare - Skilled Nursing,,Yes,Arapahoe,12/29/2020,2,12,,,,,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lowry Park Apartments,Resolved,4/30/2021,Other,Housing/Apartment Complex,,Denver,4/6/2021,,4,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loxo Oncology Construction Project,Resolved,5/17/2021,Construction Site,,Yes,Boulder,4/19/2021,,11,1,,,,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loyal Order of the Moose #2166,Resolved,11/4/2020,Other,Fraternal Organization,,Adams,9/25/2020,,,6,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lozano's Welding,Resolved,12/17/2020,Construction Company/Contractor,,,Eagle,11/24/2020,,6,,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LPR Construction - UC Health Tower 3,Resolved,7/14/2021,Construction Site,,Yes,Adams,6/17/2021,,5,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucile Erwin Middle School: April 2021,Resolved,6/23/2021,School K-12,,Yes,Larimer,4/28/2021,,1,8,,,,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucile Erwin Middle School: October 2020,Resolved,12/10/2020,School K-12,,Yes,Larimer,11/5/2020,,3,12,,,,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucile's Creole Cafe,Resolved,4/22/2021,Restaurant - Sit Down,,,Boulder,6/18/2021,,4,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucky 7 Construction,Resolved,10/27/2020,Construction Company/Contractor,,,La Plata,10/7/2020,,3,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucky Dog Resort - South,Resolved,6/19/2021,Other,Pet Boarding,,El Paso,5/24/2021,,10,,,,,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucky Mutt,Resolved,10/18/2020,Restaurant - Sit Down,,,Jefferson,9/28/2020,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ludvik Electric,Resolved,1/2/2021,Construction Company/Contractor,,,Jefferson,12/21/2020,,6,,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lululemon - Breckenridge,Resolved,12/10/2020,Retailer,,,Summit,11/24/2020,,3,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lululemon- Vail,Resolved,12/4/2020,Retailer,,,Eagle,11/16/2020,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lutheran High School ,Resolved,4/6/2021,School K-12,,Yes,Douglas,3/12/2021,,,7,,,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lutheran Medical center - Senior Behavioral Health,Resolved,3/30/2021,Healthcare - Psychiatric Hospital,,Yes,Jefferson,1/18/2021,5,,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lyons Middle/Senior High School ,Resolved,5/26/2021,School K-12,,Yes,Boulder,5/4/2021,,,9,,,,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MacKenzie Place Colorado Springs (23L584),Resolved,2/2/2021,Healthcare - Assisted Living,,Yes,El Paso,12/9/2020,2,12,,,,,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MacKenzie Place Fort Collins (23Z789): February 2021,Resolved,3/11/2021,Healthcare - Assisted Living,,Yes,Larimer,2/26/2021,,4,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MacKenzie Place Fort Collins (23Z789): March 2021,Resolved,6/11/2021,Healthcare - Assisted Living,,Yes,Larimer,4/8/2021,1,5,,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MacKenzie's Chop House,Resolved,11/4/2020,Restaurant - Sit Down,,,El Paso,10/6/2020,,5,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madison House Assisted Living (231211): January 2021,Resolved,2/5/2021,Healthcare - Assisted Living,,Yes,Montezuma,1/25/2021,1,3,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madison House Assisted Living (231211): May 2021,Resolved,6/10/2021,Healthcare - Assisted Living,,Yes,Montezuma,6/4/2021,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maez House (05R356),Resolved,2/27/2021,Healthcare - Group Home,,Yes,Alamosa,2/13/2021,2,1,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maggart and Son's Inc. ,Resolved,3/2/2021,Non-Food Manufacturer/Warehouse,Cabinet Manufacturing,,Prowers,2/1/2021,,8,,,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maggie's Farm,Resolved,4/6/2021,Farm/Dairy,,Yes,Pueblo,11/24/2020,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Majestic Metals,Resolved,12/29/2020,Non-Food Manufacturer/Warehouse,,,Adams,10/14/2020,,14,,,,,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Major League Baseball All-Star Events,Resolved,8/23/2021,Fair/Festival/Temp. Mobile Event,Professional Sporting Event,,Denver,7/21/2021,,,33,,,,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mama Bear Home Day Care,Resolved,5/4/2021,Child Care Center,Home daycare,Yes,Larimer,4/12/2021,,1,5,,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mama Lea's Rocking Horse Ranch Child Care,Resolved,2/9/2021,Child Care Center,Home daycare,Yes,Jefferson,1/13/2021,,,2,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay Middle School: April 2021,Resolved,5/27/2021,School K-12,,Yes,Jefferson,5/5/2021,,,3,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandalay Middle School: March 2021,Resolved,4/26/2021,School K-12,,Yes,Jefferson,4/6/2021,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manhattan Middle School,Resolved,4/30/2021,School K-12,,Yes,Boulder,4/21/2021,,,2,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manitou and Pikes Peak Cog Railway,Resolved,6/14/2021,Outdoor Entertainment/Rec,Cog Rail,,El Paso,6/4/2021,,5,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manitou Springs Elementary School: February 2021,Resolved,3/22/2021,School K-12,,Yes,El Paso,3/1/2021,,3,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manitou Springs Elementary School: November 2020,Resolved,12/20/2020,School K-12,,Yes,El Paso,11/9/2020,,4,,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manitou Springs High School: April 2021,Resolved,6/2/2021,School K-12,,Yes,El Paso,4/30/2021,,,7,,,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manitou Springs High School: October 2020,Resolved,11/24/2020,School K-12,,Yes,El Paso,10/7/2020,,2,12,,,,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manitou Springs Middle School,Resolved,12/6/2020,School K-12,,Yes,El Paso,11/11/2020,,,4,,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manor Health Services - Boulder (020315): April 2021,Resolved,4/27/2021,Healthcare - Skilled Nursing,,Yes,Boulder,4/26/2021,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manor Health Services - Boulder (020315): November 2020,Resolved,3/19/2021,Healthcare - Skilled Nursing,,Yes,Boulder,1/7/2021,76,36,,23,,,112,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manor Vail Lodge,Resolved,12/20/2020,Hotel/Lodge/Resort,,,Eagle,12/1/2020,,2,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manorcare Health Services - Denver (020476): April 2020,Resolved,9/11/2020,Healthcare - Skilled Nursing,,Yes,Denver,4/8/2020,51,30,,14,,,81,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manorcare Health Services - Denver (020476): April 2021,Resolved,6/16/2021,Healthcare - Skilled Nursing,,Yes,Denver,4/28/2021,1,7,,,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manorcare Health Services - Denver (020476): December 2020,Resolved,2/17/2021,Healthcare - Skilled Nursing,,Yes,Denver,12/21/2020,13,15,,,,,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mantey Heights Rehabilitation and Care Center (021149): April 2021,Resolved,6/29/2021,Healthcare - Skilled Nursing,,Yes,Mesa,4/26/2021,,7,,,,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mantey Heights Rehabilitation and Care Center (021149): December 2020,Resolved,2/2/2021,Healthcare - Skilled Nursing,,Yes,Mesa,12/15/2020,4,18,,1,,,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mantey Heights Rehabilitation and Care Center (021149): February 2021,Resolved,3/26/2021,Healthcare - Skilled Nursing,,Yes,Mesa,2/27/2021,3,2,,,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mantey Heights Rehabilitation and Care Center (021149): June 2021,Resolved,8/11/2021,Healthcare - Skilled Nursing,,Yes,Mesa,7/1/2021,1,11,,,,,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manzanola High School,Resolved,5/6/2021,School K-12,,Yes,Otero,4/12/2021,,,3,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
